Call_log_ID,Date received,Complaint ID,Client_id,phone,vru+line,call_id,priority,type,outcome,server,ser_start,ser_exit,ser_time
2702,17/11/2014,CR1121720,C00003314,182-491-6790,AA0101,40297,2,NE,AGENT,TOVA,15:02:16,15:15:47,00:13:31
906,18/11/2014,CR1121248,C00010543,829-265-1898,AA0101,35657,0,PS,AGENT,BENSION,10:37:49,10:42:57,00:05:08
2701,18/11/2014,CR1122473,C00001556,579-041-9190,AA0102,40296,0,PS,AGENT,YITZ,12:50:14,13:14:58,00:24:44
904,20/11/2014,CR1124251,C00004268,456-883-5598,AA0213,35655,0,NW,AGENT,BASCH,15:48:57,16:01:28,00:12:31
905,20/11/2014,CR1126906,C00004686,154-252-8308,AA0109,35656,1,PS,AGENT,AVNI,10:51:45,11:06:06,00:14:21
902,21/11/2014,CR1134641,C00004487,506-979-5040,AA0110,35653,2,PS,AGENT,SHARON,09:47:18,10:07:05,00:19:47
903,21/11/2014,CR1124805,C00003863,212-738-9026,AA0103,35654,2,PS,AGENT,KAZAV,16:02:46,16:17:24,00:14:38
2998,22/11/2014,,,818-866-7881,AA0215,50158,0,PS,AGENT,MORIAH,14:43:56,15:01:35,00:17:39
3822,23/11/2014,,,978-980-5167,,,,,,,15:10:14,15:24:02,00:13:48
900,24/11/2014,CR1128691,C00003359,212-800-1878,AA0203,35651,0,NW,AGENT,IDIT,16:16:14,16:22:54,00:06:40
901,24/11/2014,CR1129618,C00004489,914-609-7124,AA0203,35652,2,PS,AGENT,YIFAT,13:26:29,13:32:11,00:05:42
3095,25/11/2014,,,205-392-8416,,,,,,,12:21:01,12:29:22,00:08:21
2700,26/11/2014,CR1133934,C00004127,367-047-4914,AA0115,40295,1,PS,AGENT,DORIT,14:55:42,15:21:54,00:26:12
3812,26/11/2014,,,565-901-6748,,,,,,,12:45:48,12:50:26,00:04:38
3911,26/11/2014,,,631-072-7793,,,,,,,15:00:17,15:05:23,00:05:06
899,28/11/2014,CR1135198,C00003131,212-369-3262,AA0106,35649,0,NW,AGENT,NO_SERVER,14:07:03,14:25:24,00:18:21
2178,28/11/2014,,,961-861-0893,AA0104,35160,0,NW,HANG,NO_SERVER,16:36:57,16:37:00,00:00:03
3114,01/12/2014,,,574-080-6146,,,,,,,11:37:27,11:53:34,00:16:07
3774,01/12/2014,,,677-006-3305,,,,,,,15:45:47,16:02:15,00:16:28
895,02/12/2014,CR1138762,C00011545,212-411-1247,AA0110,35645,0,PS,AGENT,MICHAL,09:42:29,09:51:52,00:09:23
896,02/12/2014,CR1139036,C00000453,383-652-9655,AA0201,35646,0,NW,AGENT,AVIDAN,15:49:47,15:55:27,00:05:40
897,02/12/2014,CR1139617,C00002802,866-102-9344,AA0104,35647,2,PS,AGENT,DARMON,12:10:01,12:25:56,00:15:55
898,02/12/2014,CR1139332,C00000895,225-464-9197,AA0209,35648,0,NW,AGENT,BASCH,09:13:52,09:25:09,00:11:17
3713,02/12/2014,,,684-426-5729,,,,,,,13:47:33,14:06:07,00:18:34
893,03/12/2014,CR1141265,C00003184,577-675-4829,AA0106,35643,0,NW,AGENT,IDIT,13:50:06,14:08:42,00:18:36
894,03/12/2014,CR1140677,C00002028,810-154-5172,AA0101,35644,2,NE,AGENT,AVIDAN,15:19:30,15:26:47,00:07:17
892,04/12/2014,CR1142131,C00000304,101-281-4226,AA0101,35642,0,NW,AGENT,IDIT,10:42:25,10:46:16,00:03:51
3966,04/12/2014,,,963-431-4872,,,,,,,13:11:22,13:20:14,00:08:52
890,05/12/2014,CR1144605,C00004112,927-900-4313,AA0113,35640,2,PS,AGENT,ANAT,11:13:16,11:20:16,00:07:00
891,05/12/2014,CR1145846,C00003929,955-203-4261,AA0110,35641,1,PS,AGENT,BASCH,14:40:36,15:00:07,00:19:31
2094,05/12/2014,,,463-576-8017,AA0112,34675,0,TT,HANG,NO_SERVER,13:18:28,13:18:32,00:00:04
2225,05/12/2014,,,207-465-2754,AA0105,35407,0,NW,HANG,NO_SERVER,16:36:17,16:36:18,00:00:01
2248,05/12/2014,,,212-371-1131,AA0110,35545,0,NW,HANG,NO_SERVER,16:29:38,16:29:43,00:00:05
2699,06/12/2014,CR1145847,C00002621,413-932-9190,AA0210,40294,1,PS,AGENT,MICHAL,10:49:47,11:16:38,00:26:51
3184,07/12/2014,,,212-650-7793,,,,,,,14:29:50,14:30:08,00:00:18
889,08/12/2014,CR1146361,C00009273,976-489-3717,AA0105,35638,1,PS,AGENT,YIFAT,14:42:48,15:03:31,00:20:43
3027,08/12/2014,,,872-598-9396,,,,,,,15:40:26,15:56:06,00:15:40
3461,08/12/2014,,,914-424-2496,,,,,,,14:29:04,14:38:33,00:09:29
3730,08/12/2014,,,516-033-0577,,,,,,,11:47:26,11:53:03,00:05:37
887,09/12/2014,CR1148422,C00013051,296-250-2862,AA0215,35636,0,NW,AGENT,TOVA,15:07:18,15:26:25,00:19:07
888,09/12/2014,CR1149078,C00001308,978-293-7175,AA0201,35637,2,PS,AGENT,AVIDAN,12:15:59,12:22:41,00:06:42
3281,09/12/2014,,,458-933-8684,,,,,,,12:06:41,12:25:55,00:19:14
3848,09/12/2014,,,323-740-5504,,,,,,,10:04:30,10:15:45,00:11:15
885,10/12/2014,CR1151069,C00003151,212-783-8140,AA0209,35634,0,NW,AGENT,SHARON,13:56:35,14:06:32,00:09:57
886,10/12/2014,CR1150468,C00003288,978-786-5016,AA0206,35635,2,PS,AGENT,YIFAT,12:26:44,12:27:45,00:01:01
883,11/12/2014,CR1152612,C00000070,956-519-0084,AA0214,35632,2,PS,AGENT,YIFAT,14:23:34,14:28:37,00:05:03
884,11/12/2014,CR1152841,C00000934,880-639-6482,AA0105,35633,0,PS,AGENT,YITZ,09:34:02,09:53:09,00:19:07
3418,12/12/2014,,,807-047-7938,,,,,,,09:13:04,09:23:48,00:10:44
881,15/12/2014,CR1157353,C00007390,212-038-4699,AA0110,35630,1,PS,AGENT,YIFAT,17:00:10,17:05:36,00:05:26
882,15/12/2014,CR1157390,C00003840,716-080-0475,AA0102,35631,0,NW,AGENT,YIFAT,12:28:16,12:30:12,00:01:56
3435,15/12/2014,,,508-385-2224,,,,,,,09:40:04,09:46:21,00:06:17
3849,15/12/2014,,,826-900-9296,,,,,,,11:28:06,11:44:30,00:16:24
880,19/12/2014,CR1164935,C00011768,212-302-5076,AA0110,35629,0,PS,AGENT,BASCH,13:21:33,13:36:21,00:14:48
2250,19/12/2014,,,240-641-1005,AA0215,35561,0,NW,HANG,NO_SERVER,14:41:47,14:41:49,00:00:02
2698,19/12/2014,CR1163786,C00002088,240-400-5329,AA0210,40293,0,PS,AGENT,YIFAT,09:06:11,09:17:13,00:11:02
3035,20/12/2014,,,982-075-6244,,,,,,,09:21:38,09:39:47,00:18:09
3424,20/12/2014,,,212-960-1540,,,,,,,14:40:14,15:00:01,00:19:47
2354,21/12/2014,,,439-629-6067,AA0214,36190,0,PS,HANG,NO_SERVER,11:25:45,11:25:48,00:00:03
3405,21/12/2014,,,219-604-8183,,,,,,,15:54:21,16:11:40,00:17:19
879,23/12/2014,CR1169485,C00000203,754-863-9022,AA0103,35627,2,PS,AGENT,SHARON,13:02:42,13:02:55,00:00:13
877,24/12/2014,CR1170197,C00003577,107-386-2423,AA0214,35625,1,PS,AGENT,YITZ,16:32:43,16:48:09,00:15:26
878,24/12/2014,CR1170536,C00001801,472-256-4449,AA0101,35626,1,PS,AGENT,ANAT,11:51:08,11:53:01,00:01:53
875,26/12/2014,CR1171839,C00002913,510-780-2322,AA0213,35623,0,NW,AGENT,KAZAV,14:00:24,14:20:54,00:20:30
876,26/12/2014,CR1171074,C00001499,705-253-7423,AA0214,35624,0,NW,AGENT,AVIDAN,11:50:15,12:02:22,00:12:07
2482,26/12/2014,,,952-160-9696,AA0210,30892,1,PS,HANG,NO_SERVER,09:43:42,09:43:47,00:00:05
2470,28/12/2014,,,617-886-8419,AA0106,30847,0,NW,HANG,NO_SERVER,14:10:20,14:10:24,00:00:04
3793,28/12/2014,,,508-903-3675,,,,,,,09:18:04,09:21:50,00:03:46
873,30/12/2014,CR1175408,C00005002,617-748-9150,AA0210,35620,0,PS,AGENT,ANAT,16:26:29,16:32:34,00:06:05
874,30/12/2014,CR1174574,C00004263,893-059-1294,AA0102,35621,2,PS,AGENT,TOVA,15:19:49,15:36:22,00:16:33
871,31/12/2014,CR1176545,C00012490,253-511-4078,AA0205,35618,2,PS,AGENT,DORIT,14:05:39,14:14:10,00:08:31
872,31/12/2014,CR1177128,C00011149,585-681-8896,AA0205,35619,2,PS,AGENT,YIFAT,14:48:59,15:00:57,00:11:58
870,02/01/2015,CR1178631,C00005323,640-977-1215,AA0210,35617,2,NE,AGENT,TOVA,11:32:01,11:43:58,00:11:57
3029,04/01/2015,,,607-834-5523,,,,,,,13:39:23,13:51:51,00:12:28
867,05/01/2015,CR1180194,C00005204,490-684-3724,AA0108,35613,2,TT,AGENT,YITZ,09:30:39,09:44:19,00:13:40
868,05/01/2015,CR1181478,C00004171,212-414-4092,AA0104,35614,0,PS,AGENT,YIFAT,15:27:51,15:36:37,00:08:46
869,05/01/2015,CR1180608,C00004904,967-674-0231,AA0101,35616,0,NW,AGENT,MICHAL,12:02:45,12:08:24,00:05:39
2697,05/01/2015,CR1180277,C00001781,975-381-4460,AA0210,40292,1,PS,AGENT,DORIT,11:18:50,11:27:30,00:08:40
864,06/01/2015,CR1183135,C00003236,172-615-9942,AA0209,35610,0,PS,AGENT,DORIT,12:54:02,13:00:23,00:06:21
865,06/01/2015,CR1183320,C00005860,858-083-5486,AA0215,35611,0,PS,AGENT,DORIT,14:45:06,14:47:50,00:02:44
866,06/01/2015,CR1182209,C00000344,722-196-3699,AA0105,35612,1,PS,AGENT,IDIT,09:50:53,09:57:28,00:06:35
3701,06/01/2015,,,260-102-3371,,,,,,,11:30:37,11:49:10,00:18:33
2928,07/01/2015,CR1184561,C00002301,638-594-3266,AA0101,40523,0,PS,AGENT,DORIT,15:16:25,15:24:40,00:08:15
2190,08/01/2015,,,881-859-6389,AA0203,35228,1,PS,HANG,NO_SERVER,14:51:21,14:51:23,00:00:02
2442,08/01/2015,,,572-796-1841,AA0206,30658,1,PS,HANG,NO_SERVER,09:39:53,09:39:56,00:00:03
863,09/01/2015,CR1188221,C00002126,573-198-4890,AA0203,35608,1,PS,AGENT,SHARON,10:17:48,10:28:58,00:11:10
3707,12/01/2015,,,927-558-9044,,,,,,,10:37:54,10:45:12,00:07:18
3423,13/01/2015,,,508-710-9977,,,,,,,15:52:11,15:57:09,00:04:58
3729,13/01/2015,,,678-731-5913,,,,,,,10:25:42,10:27:55,00:02:13
861,14/01/2015,CR1193013,C00000400,212-677-1436,AA0101,35606,2,PS,AGENT,DARMON,14:32:35,14:37:51,00:05:16
862,14/01/2015,CR1193014,C00004334,212-670-2406,AA0101,35607,1,NE,AGENT,AVNI,10:24:47,10:33:43,00:08:56
860,15/01/2015,CR1194490,C00004226,410-287-4638,AA0202,35605,0,PS,AGENT,BASCH,11:30:42,11:31:27,00:00:45
3867,15/01/2015,,,406-106-9086,,,,,,,09:08:40,09:19:32,00:10:52
2696,16/01/2015,CR1197195,C00003038,549-940-3463,AA0202,40291,2,PS,AGENT,GILI,10:07:53,10:18:19,00:10:26
3069,18/01/2015,,,888-195-2257,,,,,,,15:37:33,15:38:45,00:01:12
3907,18/01/2015,,,415-721-9360,,,,,,,14:09:23,14:14:55,00:05:32
2419,19/01/2015,,,913-909-5355,AA0206,30519,0,NW,HANG,NO_SERVER,16:32:39,16:32:40,00:00:01
3179,19/01/2015,,,171-039-9206,,,,,,,13:13:50,13:31:51,00:18:01
859,20/01/2015,CR1200162,C00000581,664-810-0008,AA0206,35603,0,PS,AGENT,AVNI,12:48:48,13:04:42,00:15:54
858,21/01/2015,CR1202740,C00003605,617-336-4553,AA0206,35602,2,PS,AGENT,ZOHARI,16:02:47,16:19:14,00:16:27
857,22/01/2015,CR1204814,C00001227,538-831-2792,AA0201,35601,0,NE,AGENT,ELI,14:39:18,14:51:33,00:12:15
856,23/01/2015,CR1206555,C00004601,212-557-9422,AA0215,35600,0,PS,AGENT,BASCH,15:22:32,15:22:32,00:00:00
2453,24/01/2015,,,888-142-1355,AA0106,30729,0,NW,HANG,NO_SERVER,10:43:37,10:43:38,00:00:01
3355,25/01/2015,,,486-029-8220,,,,,,,11:38:12,11:56:47,00:18:35
3502,25/01/2015,,,413-200-5999,,,,,,,14:32:20,14:34:56,00:02:36
3813,27/01/2015,,,490-097-2554,,,,,,,11:35:57,11:56:21,00:20:24
2363,28/01/2015,,,847-338-7957,AA0103,30076,1,PS,HANG,NO_SERVER,14:59:03,14:59:08,00:00:05
3684,28/01/2015,,,715-570-5780,,,,,,,12:30:56,12:33:12,00:02:16
855,29/01/2015,CR1217038,C00000007,836-845-8120,AA0106,35599,0,PS,AGENT,NO_SERVER,14:05:36,14:22:56,00:17:20
853,30/01/2015,CR1218136,C00003662,281-629-5554,AA0215,35597,2,PS,AGENT,KAZAV,11:08:40,11:13:44,00:05:04
854,30/01/2015,CR1218081,C00001457,833-697-0388,AA0109,35598,0,NW,AGENT,STEREN,12:01:01,12:08:08,00:07:07
2695,30/01/2015,CR1218028,C00013090,514-357-3232,AA0109,40290,2,PS,AGENT,AVIDAN,14:51:00,15:19:03,00:28:03
3391,01/02/2015,,,671-114-4889,,,,,,,15:09:24,15:17:42,00:08:18
3925,01/02/2015,,,978-894-9984,,,,,,,14:53:20,15:06:33,00:13:13
850,02/02/2015,CR1220809,C00001341,978-281-8894,AA0205,35592,2,PS,AGENT,BASCH,11:15:44,11:36:11,00:20:27
851,02/02/2015,CR1220052,C00001478,386-828-8016,AA0110,35593,0,NW,AGENT,MIKI,10:50:05,10:54:46,00:04:41
852,02/02/2015,CR1221333,C00002239,723-163-0058,AA0113,35595,2,PS,AGENT,SHLOMO,16:30:13,16:48:59,00:18:46
2694,02/02/2015,CR1219922,C00000327,606-618-8686,AA0206,40289,2,PS,AGENT,IDIT,12:33:29,12:41:32,00:08:03
849,03/02/2015,CR1223451,C00002375,599-364-7724,AA0209,35591,0,PS,AGENT,MORIAH,14:05:39,14:23:49,00:18:10
2693,03/02/2015,CR1222263,C00002098,315-708-6498,AA0205,40288,0,NW,AGENT,YIFAT,10:24:52,10:50:11,00:25:19
3688,03/02/2015,,,781-153-0742,,,,,,,09:30:45,09:36:59,00:06:14
3998,03/02/2015,,,883-529-9005,,,,,,,15:47:13,15:50:33,00:03:20
846,04/02/2015,CR1223761,C00003960,596-463-3853,AA0204,35586,1,PS,AGENT,MIKI,15:11:18,15:15:11,00:03:53
847,04/02/2015,CR1225403,C00000004,951-567-8925,AA0106,35587,0,NW,AGENT,MICHAL,11:30:29,11:35:43,00:05:14
848,04/02/2015,CR1223763,C00003245,541-580-9988,AA0103,35588,2,PS,AGENT,TOVA,10:33:33,10:38:07,00:04:34
2692,04/02/2015,CR1223764,C00002139,447-353-2701,AA0107,40287,1,PS,AGENT,MIKI,14:41:52,14:56:00,00:14:08
844,05/02/2015,CR1227143,C00003132,212-411-2260,AA0203,35584,2,PS,AGENT,TOVA,12:03:25,12:10:18,00:06:53
845,05/02/2015,CR1225910,C00003920,393-394-2849,AA0102,35585,0,NW,AGENT,YIFAT,10:23:08,10:37:03,00:13:55
843,06/02/2015,CR1229468,C00009316,369-636-7752,AA0112,35583,2,TT,AGENT,SHLOMO,12:25:48,12:39:29,00:13:41
2404,09/02/2015,,,110-661-0836,AA0101,30399,0,NW,HANG,NO_SERVER,11:50:44,11:50:46,00:00:02
840,10/02/2015,CR1234067,C00001730,339-171-3211,AA0214,35580,1,PS,AGENT,BASCH,14:27:15,14:47:34,00:20:19
841,10/02/2015,CR1232713,C00001827,612-176-1959,AA0204,35581,2,NE,AGENT,AVIDAN,14:19:59,14:33:20,00:13:21
842,10/02/2015,CR1234068,C00002953,967-932-4739,AA0104,35582,0,PS,AGENT,MORIAH,16:17:45,16:28:47,00:11:02
2420,11/02/2015,,,570-693-8068,AA0104,30520,0,NW,HANG,NO_SERVER,16:22:41,16:22:43,00:00:02
3323,11/02/2015,,,575-753-0135,,,,,,,15:04:04,15:23:26,00:19:22
835,12/02/2015,CR1237162,C00003492,494-412-9762,AA0106,35574,0,PS,AGENT,YIFAT,09:18:42,09:36:00,00:17:18
836,12/02/2015,CR1237253,C00006001,781-783-8545,AA0106,35575,2,PS,AGENT,ANAT,11:02:34,11:18:59,00:16:25
837,12/02/2015,CR1238096,C00004552,781-249-2279,AA0104,35577,0,NE,AGENT,DARMON,09:12:09,09:18:59,00:06:50
838,12/02/2015,CR1237871,C00003205,212-335-2117,AA0113,35578,0,PS,AGENT,ANAT,16:52:46,17:10:36,00:17:50
839,12/02/2015,CR1238559,C00001999,739-604-3913,AA0215,35579,0,PS,AGENT,IDIT,14:05:21,14:06:27,00:01:06
2691,12/02/2015,CR1237951,C00005108,716-566-1927,AA0213,40286,0,PS,AGENT,GILI,14:29:33,14:38:19,00:08:46
3747,12/02/2015,,,315-588-6771,,,,,,,09:47:47,09:51:03,00:03:16
833,13/02/2015,CR1239610,C00001942,292-646-1211,AA0102,35572,0,NW,AGENT,YIFAT,11:53:27,12:12:33,00:19:06
834,13/02/2015,CR1240321,C00000101,294-252-5352,AA0104,35573,2,NE,AGENT,ELI,12:51:33,13:02:21,00:10:48
3173,16/02/2015,,,726-281-9507,,,,,,,11:23:44,11:34:58,00:11:14
3286,16/02/2015,,,461-185-8491,,,,,,,15:16:03,15:36:52,00:20:49
2690,17/02/2015,CR1242093,C00001580,212-975-5876,AA0204,40285,0,IN,AGENT,SHLOMO,10:49:33,11:15:02,00:25:29
831,18/02/2015,CR1244183,C00000824,409-504-6110,AA0104,35569,1,PS,AGENT,DORIT,09:54:08,10:06:42,00:12:34
832,18/02/2015,CR1245783,C00013447,486-029-8220,AA0215,35570,2,PS,AGENT,MICHAL,10:16:34,10:18:08,00:01:34
830,19/02/2015,CR1246304,C00003536,978-832-4420,AA0206,35568,0,PS,AGENT,MORIAH,16:24:36,16:26:03,00:01:27
2687,20/02/2015,CR1248667,C00011683,903-626-9069,AA0215,40282,1,NW,AGENT,NO_SERVER,12:52:32,13:04:22,00:11:50
2688,20/02/2015,CR1248564,C00002833,905-008-3617,AA0214,40283,2,NW,AGENT,AVNI,09:48:04,09:58:53,00:10:49
2689,20/02/2015,CR1250235,C00002683,508-753-5267,AA0213,40284,1,PS,AGENT,GILI,12:39:37,12:48:17,00:08:40
3564,20/02/2015,,,387-805-0675,,,,,,,14:12:51,14:24:06,00:11:15
2990,22/02/2015,,,508-728-0903,AA0201,50150,0,PS,AGENT,ZOHARI,10:34:51,10:54:37,00:19:46
829,23/02/2015,CR1251375,C00000099,805-269-0051,AA0215,35564,1,PS,AGENT,STEREN,13:36:25,13:55:31,00:19:06
2494,23/02/2015,,,540-241-0185,AA0202,35717,1,PS,PHANTOM,NO_SERVER,13:51:50,13:51:51,00:00:01
2961,23/02/2015,,,212-901-3102,AA0104,50121,0,NW,AGENT,AVNI,14:20:32,14:27:22,00:06:50
828,24/02/2015,CR1253770,C00003342,591-394-4474,AA0103,35562,0,PS,AGENT,MICHAL,12:48:18,12:53:40,00:05:22
2343,24/02/2015,,,832-419-2373,AA0106,36111,0,PS,HANG,NO_SERVER,09:39:56,09:39:57,00:00:01
2686,24/02/2015,CR1254909,C00002442,673-039-3065,AA0213,40281,1,PS,AGENT,TOVA,13:48:41,14:13:25,00:24:44
827,25/02/2015,CR1257105,C00003095,165-648-5757,AA0103,35560,0,NE,AGENT,ZOHARI,14:39:18,14:48:49,00:09:31
2685,25/02/2015,CR1256779,C00002000,240-641-1005,AA0101,40280,1,NW,AGENT,STEREN,11:25:14,11:49:19,00:24:05
3577,25/02/2015,,,533-625-0496,,,,,,,15:24:04,15:44:02,00:19:58
826,26/02/2015,CR1259112,C00002690,508-759-8128,AA0106,35559,2,PS,AGENT,IDIT,09:08:49,09:26:06,00:17:17
2347,26/02/2015,,,508-616-0754,AA0213,36121,0,NW,HANG,NO_SERVER,15:42:00,15:42:05,00:00:05
824,27/02/2015,CR1261250,C00002223,460-611-0515,AA0206,35557,0,NE,AGENT,MORIAH,09:47:12,10:07:49,00:20:37
825,27/02/2015,CR1261191,C00000150,432-235-7809,AA0213,35558,2,NE,AGENT,KAZAV,16:55:37,17:10:40,00:15:03
2481,27/02/2015,,,109-943-9230,AA0210,30891,0,NW,HANG,NO_SERVER,10:28:17,10:28:20,00:00:03
3136,27/02/2015,,,591-394-4474,,,,,,,09:06:38,09:14:48,00:08:10
822,28/02/2015,CR1261735,C00002910,914-445-0614,AA0201,35555,0,NW,AGENT,SHARON,13:31:32,13:36:50,00:05:18
823,28/02/2015,CR1261688,C00000962,531-442-6891,AA0115,35556,0,NW,AGENT,MICHAL,16:20:27,16:31:14,00:10:47
2963,28/02/2015,,,551-696-8238,AA0102,50123,0,NW,AGENT,MORIAH,14:14:13,14:14:59,00:00:46
3839,28/02/2015,,,604-401-6084,,,,,,,11:00:46,11:05:45,00:04:59
2192,01/03/2015,,,471-246-9491,AA0103,35232,0,NW,HANG,NO_SERVER,16:45:50,16:45:54,00:00:04
3933,01/03/2015,,,561-912-3585,,,,,,,11:25:47,11:45:19,00:19:32
819,02/03/2015,CR1262597,C00004430,901-547-4948,AA0110,35552,1,PS,AGENT,KAZAV,10:23:41,10:35:33,00:11:52
820,02/03/2015,CR1263228,C00004755,617-725-5993,AA0109,35553,2,PS,AGENT,KAZAV,16:00:23,16:01:04,00:00:41
821,02/03/2015,CR1262576,C00002811,689-082-4006,AA0201,35554,0,PS,AGENT,TOVA,13:30:42,13:34:30,00:03:48
2170,03/03/2015,,,479-159-0860,AA0204,35103,0,NW,HANG,NO_SERVER,15:20:04,15:20:06,00:00:02
3383,03/03/2015,,,537-694-0855,,,,,,,12:50:41,13:08:43,00:18:02
818,04/03/2015,CR1266998,C00000775,413-241-9716,AA0110,35551,2,NE,AGENT,NAAMA,14:11:05,14:13:35,00:02:30
815,05/03/2015,CR1268482,C00013171,681-233-2553,AA0201,35547,0,PS,AGENT,SHARON,15:06:47,15:15:13,00:08:26
816,05/03/2015,CR1268542,C00005761,781-219-2760,AA0213,35549,0,NW,AGENT,IDIT,12:09:20,12:28:18,00:18:58
817,05/03/2015,CR1269653,C00001101,949-809-7698,AA0112,35550,0,TT,AGENT,GILI,14:23:47,14:34:21,00:10:34
2684,05/03/2015,CR1269117,C00011034,212-281-4089,AA0110,40279,1,PS,AGENT,KAZAV,11:51:41,11:57:01,00:05:20
3298,05/03/2015,,,985-513-9077,,,,,,,11:13:54,11:20:53,00:06:59
814,06/03/2015,CR1272160,C00000724,617-019-9325,AA0214,35546,0,PS,AGENT,IDIT,14:12:45,14:17:02,00:04:17
3352,06/03/2015,,,708-719-8768,,,,,,,09:53:53,10:06:16,00:12:23
3628,06/03/2015,,,212-381-0195,,,,,,,15:19:33,15:25:38,00:06:05
3834,06/03/2015,,,964-058-6930,,,,,,,11:17:37,11:28:47,00:11:10
2332,07/03/2015,,,781-721-9358,AA0205,36030,0,PS,HANG,NO_SERVER,13:36:38,13:36:41,00:00:03
3047,07/03/2015,,,926-463-8270,,,,,,,11:16:49,11:35:38,00:18:49
812,09/03/2015,CR1273234,C00001470,212-539-2937,AA0215,35543,0,PS,AGENT,SHARON,11:02:06,11:19:33,00:17:27
813,09/03/2015,CR1273691,C00002447,436-341-7372,AA0107,35544,2,TT,AGENT,STEREN,12:30:05,12:30:07,00:00:02
2154,09/03/2015,,,823-267-7558,AA0213,34971,2,PS,HANG,NO_SERVER,13:58:53,13:58:57,00:00:04
2683,09/03/2015,CR1274016,C00004046,212-371-1131,AA0202,40278,0,PS,AGENT,MORIAH,09:09:16,09:27:49,00:18:33
811,10/03/2015,CR1277072,C00009569,891-137-8893,AA0214,35542,2,PS,AGENT,AVIDAN,13:56:52,14:00:33,00:03:41
809,11/03/2015,CR1278609,C00002278,914-912-6650,AA0115,35540,1,PS,AGENT,MICHAL,13:16:11,13:18:23,00:02:12
810,11/03/2015,CR1278856,C00004722,925-623-6228,AA0203,35541,2,PS,AGENT,YIFAT,13:45:03,13:46:27,00:01:24
2682,11/03/2015,CR1277859,C00003488,212-761-0989,AA0106,40277,2,TT,AGENT,SHARON,11:52:14,12:13:46,00:21:32
808,12/03/2015,CR1279060,C00001853,212-517-3604,AA0205,35538,0,NW,AGENT,MIKI,13:49:59,13:55:18,00:05:19
807,13/03/2015,CR1281150,C00004341,914-951-9533,AA0202,35537,2,PS,AGENT,MICHAL,09:35:18,09:46:02,00:10:44
805,16/03/2015,CR1285835,C00010303,743-363-3854,AA0215,35535,0,NW,AGENT,MIKI,16:56:23,17:06:11,00:09:48
806,16/03/2015,CR1284633,C00000007,836-845-8120,AA0104,35536,0,NW,AGENT,AVNI,16:46:00,16:59:58,00:13:58
2681,16/03/2015,CR1285304,C00000489,972-344-2448,AA0107,40276,2,PS,AGENT,IDIT,15:36:00,15:53:48,00:17:48
3307,17/03/2015,,,214-352-9726,,,,,,,11:35:20,11:45:02,00:09:42
3629,17/03/2015,,,977-765-8557,,,,,,,15:03:50,15:23:51,00:20:01
2075,18/03/2015,,,422-003-4537,AA0109,34577,1,PS,HANG,NO_SERVER,09:53:46,09:53:49,00:00:03
802,19/03/2015,CR1290596,C00002192,212-325-1662,AA0105,35531,2,PS,AGENT,DARMON,10:10:27,10:18:07,00:07:40
803,19/03/2015,CR1291159,C00001950,678-731-5913,AA0205,35532,1,PS,AGENT,MORIAH,13:39:32,13:50:27,00:10:55
804,19/03/2015,CR1291323,C00001915,378-182-8122,AA0204,35533,2,NE,AGENT,ELI,16:20:39,16:31:26,00:10:47
2368,19/03/2015,,,770-367-9290,AA0115,30122,0,PS,HANG,NO_SERVER,16:21:02,16:21:03,00:00:01
3116,20/03/2015,,,290-606-3833,,,,,,,12:04:05,12:24:23,00:20:18
2160,22/03/2015,,,685-988-8595,AA0105,35026,0,PS,HANG,NO_SERVER,14:26:30,14:26:31,00:00:01
801,23/03/2015,CR1296052,C00011126,212-895-0493,AA0209,35530,0,PS,AGENT,ZOHARI,14:41:15,15:00:05,00:18:50
800,24/03/2015,CR1299755,C00003598,128-717-3416,AA0201,35529,2,PS,AGENT,STEREN,14:01:57,14:19:00,00:17:03
3128,24/03/2015,,,245-884-7140,,,,,,,09:27:36,09:28:25,00:00:49
798,25/03/2015,CR1301014,C00001938,508-228-7720,AA0105,35527,2,PS,AGENT,BENSION,16:15:10,16:33:19,00:18:09
799,25/03/2015,CR1300384,C00003116,503-884-3925,AA0205,35528,0,PS,AGENT,IDIT,14:41:17,14:52:35,00:11:18
796,26/03/2015,CR1301672,C00002034,911-238-8842,AA0111,35525,0,TT,AGENT,ANAT,10:24:11,10:41:21,00:17:10
797,26/03/2015,CR1303627,C00000127,231-192-1790,AA0213,35526,0,PS,AGENT,BENSION,10:35:31,10:56:26,00:20:55
793,27/03/2015,CR1304708,C00001258,547-629-7108,AA0203,35522,2,PS,AGENT,IDIT,13:33:19,13:50:03,00:16:44
794,27/03/2015,CR1304939,C00002487,999-029-8185,AA0203,35523,0,PS,AGENT,MICHAL,10:55:31,11:04:53,00:09:22
795,27/03/2015,CR1304629,C00005253,822-735-1933,AA0106,35524,2,PS,AGENT,TOVA,10:10:57,10:13:05,00:02:08
2296,28/03/2015,,,508-121-3305,AA0205,35861,0,NW,HANG,NO_SERVER,13:31:35,13:31:38,00:00:03
3384,28/03/2015,,,665-235-5225,,,,,,,14:13:11,14:24:50,00:11:39
791,31/03/2015,CR1308008,C00002274,521-910-7196,AA0115,35520,0,NW,AGENT,YIFAT,14:07:44,14:10:02,00:02:18
